Key,Parent key,Code,Title
142448,115181,42161635,Hemodialysis apparatus cartridges
142450,115498,42192422,Immobilization set carrying or storage cases
142451,115498,42192420,First aid kit cases or bags
142452,115498,42192421,Gas casualty treatment set cases
142453,115498,42192418,Evacuation bags or liners
142454,115498,42192415,Clothing cases
142457,115271,42172014,Mobile medical services patient transport kits or supplies
142458,115271,42172015,Mobile medical services dental treatment kits
142459,115271,42172016,Mobile medical services fracture kits
142460,115271,42172017,Mobile medical services field medical or laboratory medical equipment kits or related products
142461,115283,42172103,Mobile resuscitator or aspirator kits
142463,115288,42183200,Allergy examining equipment and supplies
142464,142463,42183201,Allergy detecting or testing instruments
142465,142282,42143516,Ear nose throat ENT examining unit accessories and related products
142469,115289,42181506,Sexual assault determination kits
142477,115289,42181514,Hemoglobin photometers
142478,104489,42181608,Blood pressure measuring instruments accessories
142479,104489,42181609,Blood pressure monitor dome kits
142480,104489,42181610,Blood pressure cuff kits
142487,115315,42181804,Pulse oximeter probe or sensor accessories
142488,142268,42143116,Intrauterine pressure monitoring catheters
142489,115319,42181907,Basal metabolism apparatus
142490,115319,42181908,Intracompartmental pressure monitoring sets
142492,142268,42143118,Transcervical intrauterine kits
142494,115325,42182015,Otoscope speculums
142496,115325,42182017,Ear specula sets
142497,203282,42296305,Bronchoscopes
142500,104280,42182107,Stethoscope headsets
142502,104276,42182209,Thermometer probes
142503,115355,42182304,Psychological examination medical equipment sets
142504,104317,42201853,Myelographic procedure sets
142505,115355,42182306,Neurological discriminators
142506,115355,42182307,Neurological pins
142507,115355,42182308,Electroencephalograph EEGs
142510,115355,42182311,Neurologic sensors
142511,115289,42181541,Electromyograph electrodes or sets
142512,115355,42182313,Neurological diagnostic sets
142520,115389,42182808,Covers or liners for weighing scales
142546,115426,42192600,Medication dispensing and measuring devices and supplies
142547,142546,42192601,Suppository molds
142548,142546,42192602,Medication or pill dispensers
142549,142546,42192603,Medicine feeding cups or bottles
142550,142546,42192604,Drug delivery systems
142555,115427,42191502,Medicine trays or covers
142556,115225,42171503,Patient holding or evacuation system heater units
142558,115453,42191812,Infant incubator supply kits
142559,115453,42191813,Patient care cot covers
142560,115464,42191907,Medical or surgical instrument storage cabinets or chests
142561,115482,42192211,Patient shifting boards
142562,115482,42192212,Patient transfer mats or sheets
142563,115493,42192305,Infant slings
142565,115531,42201718,Medical ultrasound ophthalmic scanners
142567,104317,42201818,Combination step wedges and spin tops for radiographic units
142568,104317,42201819,Medical x ray film hangers
142569,104317,42201820,Medical radiographic equipment grids
142570,104317,42201821,Radiographic film cassette holders
142571,104317,42201822,Medical x ray equipment cases or covers  in a medical setting
142572,104317,42201823,Medical x ray tube and transfomer units
142573,104317,42201824,Medical arthrography sets
142574,104317,42201825,Medical x ray apparatus tube inserts
142575,104317,42201826,Medical x ray apparatus repair kits
142576,104317,42201827,Medical x ray darkroom tent repair kits
142577,104317,42201828,Medical x ray apparatus filters
142578,104317,42201829,Radiographic locators
142579,104317,42201830,Medical x ray intensifying screens
142580,104317,42201831,Medical x ray films or cassettes masks
142581,104317,42201832,Radiographic film or cassette covers
142582,104317,42201833,Radiographic film or cassette changers
142583,104317,42201834,Medical radiographic x ray apparatus rectifier assemblies
142584,104317,42201835,Medical x ray apparatus tube unit assemblies
142585,104317,42201836,Medical x ray apparatus compression band assemblies
142586,104317,42201837,Medical x ray water coolers
142587,104317,42201838,Medical enteroclysis catheters or catheters kits
142588,115566,42201904,Medical x ray film illuminator windows or screens
142589,115566,42201905,Medical x ray film transfer cases
142590,115566,42201906,Medical x ray film illuminator clips
142591,115566,42201907,Medical x ray film stereoscopes
142592,115566,42201908,Medical fluoroscopic screen hoods
142596,115615,42203407,Angiography contrast medium delivery sets
142597,115615,42203408,Cardiovascular sheath kits
142598,115615,42203409,Angioscopic valvulotomes
142599,115615,42203410,Cardiovascular catheter sheathes
142600,115498,42192429,Catheter carts
142601,115632,42203706,Medical x ray film processing chemical kits
142602,115632,42203707,Medical x ray darkroom accessories
142603,115632,42203708,Medical x ray film processing fixers
142604,115632,42203709,Combination displays and printers for x ray system calibrator sets
142605,115632,42203710,Medical x ray film markers
142606,115681,42211712,Cases for hearing aids
142608,115759,42221508,Intravenous or arterial catheter skin care kits or sets
142609,115759,42221509,Intravenous or arterial catheter trays
142612,115759,42221512,Intravenous catheters
142613,115615,42203447,Cardiovascular catheterization kits or sets
142614,115767,42221616,Intravenous or arterial tubing extension sets
142615,115767,42221617,Needle resheathers
142616,115783,42221705,Analgesia infusion vial assemblies
142617,115783,42221706,Intravenous or arterial infusion transfer bags or container spouts
142618,115783,42221707,Analgesic infusion sets or kits
142619,115792,42221903,Ultrasonic blood flow detectors
142620,115795,42222005,Intravenous pump parts or accessories
142621,115795,42222006,Intravenous infusion pump analyzers or sensors
142622,115795,42222007,Intravenous infusion pump transducers
142623,115795,42222008,Infusion pump kits
142624,116304,42294611,Autotransfusion waste collection systems
142625,115808,42222307,Blood warming or transfusion systems
142628,115814,42231900,Breast feeding equipment and accessories and supplies
142629,142628,42231901,Breast pumps
142630,142628,42231902,Breast shells or shields
142631,142628,42231903,Breast pump kits
142632,115814,42232000,Tablet crushers and cutters and related products
142637,115815,42231510,Enteral feeding infusion pump tubing sets
142639,114891,42142119,Hypothermia apparatus
142650,115842,42241511,Traction splint sets
142651,115842,42241512,Cast or splint bonding materials
142652,115842,42241513,Carrier and storage cases for splints or precut splints or splint systems
142653,115842,42241514,Instrument rolls for splint sets
142654,115255,42171922,Cases for splints
142655,115853,42241606,Cast impression trays
142657,115859,42241708,Femoral fracture pillows
142661,115894,42251506,Therapeutic decorating boxes
142673,115912,42251704,Gait bars for rehabilitation or therapy
142674,104365,42262100,Mortuary equipment and supplies
142680,115498,42192431,Cases for postmortem surgical instruments
142681,115923,42261516,Instrument rolls for postmortem surgical instruments
142687,115980,42272500,Anesthesia apparatus and accessories and supplies
142688,142687,42272501,Gas anesthesia apparatus or machines
142689,142687,42272502,Absorber units for gas anesthesia apparatus or machines
142690,142687,42272503,Anesthesia inhalers or inhaler units
142692,142687,42272505,Gas anesthesia apparatus tubes or tubing assemblies or tube fittings
142693,142687,42272506,Anesthesia apparatus screen filters
142694,115981,42271505,Respiratory monitoring kits
142700,104334,42271716,Cases for nasal insufflators
142701,104334,42271717,Inhalators or sets
142702,104334,42271718,Oxygen therapy delivery system products
142703,104334,42271719,Oxygen insufflators
142704,104334,42271720,Liquid oxygen converters
142705,104334,42271721,Oxygen concentrator filters
142706,116017,42271803,Transfer sets for respiratory therapy
142715,116030,42272017,Intubator components
142716,116048,42272223,Breathing apparatus accessories or supplies
142717,116048,42272224,Ventilator circuit kits
142722,166785,42144101,Pleural cavity drainage units or containers
142728,116080,42281519,Needle sterilizers
142730,116080,42281521,Sterilization sets
142737,116112,42281808,Sterilization papers or sheets
142738,116112,42281809,Sterilization record storage envelopes
142739,116120,42281914,Sterilization disposable containers
142744,116424,42295435,Ear protectors or shields
142756,116209,42292907,Skin stretching systems
142757,116214,42293006,Surgical measuring tapes
142802,203282,42296335,Resectoscopes
142803,203282,42296323,Laparoscopes or laparoscopic telescopes
142804,203282,42296311,Cystoscopes or cystourethroscopes
142805,116333,42294959,Endoscopic sphincterotomes
142806,203282,42296318,Esophagoscopes or oesophagoscopes
142807,116333,42294938,Sealing caps for endoscopes
142808,116333,42294939,Endoscopic valves
142809,203315,42296411,Endoscopic converters
142810,116333,42294941,Endoscopic biliary drainage sets
142811,116333,42294942,Endoscopic instrument seals
142812,116333,42294943,Endoscopic valve units
142813,116333,42294944,Endoscopic accessory kits
142815,116333,42294946,Endoscopic gages
142816,203315,42296412,Endoscopic diaphragms
142817,116333,42294948,Endoscopic mouthpieces
142818,116333,42294949,Endoscopic guidewire handles
142819,116333,42294950,Endoscopic drills or drill bits
142820,116333,42294951,Endoscopic small joint instrument sets
142821,116333,42294952,Endoscopic retrievers or sets
142822,116333,42294953,Endoscopic extractors
142823,116333,42294954,Endoscopic tissue or specimen removing devices
142824,116333,42294955,Endoscopic hooks
142825,116333,42294956,Endoscopic guidewire tracers
142826,116371,42295013,Endoscope tip protector or covers
142827,116371,42295014,Endoscopic instrument cases
142828,116371,42295015,Endoscopic lenses
142847,116535,42312014,Anastomosis rings
142851,116424,42295440,Endoscopic catheter adapters
142852,203342,42296818,Surgical retriever sets
142857,116424,42295446,Internal organ retainers
142859,116424,42295448,Surgical splash guards
142860,115442,42191711,Surgical compressed air tanks
142862,116424,42295451,Surgical preparation mitts
142863,116424,42295452,Skin preparation cups
142864,116424,42295453,Surgical drains or drain sets
142865,116424,42295454,Surgical hand protectors
142866,203340,42296701,Cranial repair resin kits
142867,116424,42295456,Surgical felt or fabric or patch or pledget
142869,116424,42295458,Drying or powdering equipment for surgical gloves
142874,116568,42312311,Wound disinfectant kits
142875,116485,42311537,Bandage scissors or its supplies
142877,116550,42312115,Ostomy irrigation sleeves
142878,116568,42312309,Wound irrigation systems
142879,116568,42312310,Wound cleansing bottles
142883,134338,60106108,Safety or hazardous teaching aids or materials
142891,134931,60106302,Forensic science teaching aids or materials
142916,105729,60131307,Mandolins
142917,105729,60131308,Violoncellos
142920,105743,60131509,Mouthpieces
142923,105743,60131512,Tuning bars
142927,100989,22101900,Building construction machinery and accessories
142928,142927,22101901,Concrete mixers or plants
142935,100989,22102000,Building demolition machinery and equipment
142937,100990,22101533,Treedozers
142938,100990,22101534,Combat earthmovers
142966,133347,14111817,Deposit verification form
142971,104109,41113646,Temperature calibrator or simulator
142977,107408,85122200,Individual health screening and assessment services
142978,142977,85122201,Individual health assessment
142983,100776,14111616,Lining papers
142984,106838,51201628,Measles and mumps and rubella virus vaccine
142985,106838,51201629,Diphtheria and tetanus toxoids absorbed
142987,106838,51201631,Diptheria and tetanus toxoids and acellular pertussis vaccine
142988,106838,51201632,Diptheria and tetanus and wholecell pertussis vaccine
142989,106838,51201633,Haemophilus influenzae b with diptheria and tetanus and acellular pertussis
142990,106838,51201634,Haemophilus influenzae B with diptheria and tetanus and wholecell pertussis conjugated vaccine
142991,104109,41113647,Frequency calibrator or simulator
142992,127939,43201410,Switch ports or cards
142993,104856,43201549,Interface bus switches
142994,107731,43202200,Sub assemblies for electronic devices
142995,104844,43211508,Personal computers
142996,104844,43211509,Tablet computers
142997,104895,43211904,Plasma display panels PDP
142998,104895,43211905,Organic light emitting displays
142999,111014,43221524,Music on hold adapter
143000,117442,43221708,Microwave access equipment
143001,117442,43221710,Satellite core equipment
143002,117442,43221714,Shortwave access equipment
143003,117442,43221715,Shortwave antennas
143004,117442,43221716,Pager core equipment
143005,117442,43221717,Pager access equipment
143006,117411,43223100,Digital mobile network infrastructure equipment and components
143007,143006,43223101,2G GSM mobile core network equipment and components
143008,143006,43223103,"2,5G GPRS mobile core network equipment and components"
143009,143006,43223104,"2,5G GPRS wireless access network equipment and components"
143010,143006,43223105,3G UMTS mobile core network equipment and components
143011,143006,43223106,3G UMTS wireless access network equipment and components
143012,143006,43223107,WLAN mobile core network equipment and components
143013,143006,43223108,WLAN wireless access network equipment and components
143014,143006,43223109,IN SSP switching equipment
143015,143006,43223110,IN mobile core equipment
143016,143006,43223111,OSS mobile core network equipment and components
143017,143006,43223112,OSS wireless access network equipment and components
143018,143006,43223113,GSM UMT LAN antenna
143019,117411,43223200,Mobile messaging platforms
143020,143019,43223201,Voice messaging portal
143021,143019,43223202,Short message service center
143022,143019,43223203,Multimedia service center
143023,143019,43223204,Unified messaging platform
143024,143019,43223205,Instant messaging platform
143025,143019,43223206,Wireless internet gateway
143026,143019,43223207,Video streaming system
143027,143019,43223208,Mobile or messaging game platform
143028,143019,43223209,Location based messaging service platforms
143029,143019,43223210,Micropayment messaging systems
143030,104970,43232504,Route navigation software
143031,139187,43233503,Network conferencing software
143032,139187,43233504,Instant messaging software
143033,139187,43233505,Ambient music or advertising messaging software
143034,139187,43233507,Mobile operator specific standard software
143035,139187,43233508,Mobile operator specific application software
143036,139187,43233509,Mobile messaging service software
143037,139187,43233510,Mobile internet services software
143038,139187,43233511,Mobile location based services software
143039,104317,42201839,Medical imaging procedure trays
143040,106370,51101620,Iodoquinol
143041,184089,51453601,Isobornyl thiocyanoacetate
143042,184082,51452901,Malathion topical antiparasitic
143043,184074,51452201,Methylparaben
143047,184087,51453401,Permethrin topical antiparasitic
143048,184077,51452501,Tetrachloroethylene
143049,106370,51101629,Trimetrexate
143050,182425,51303407,Terconazole
143056,106404,51101911,Halofantrine
143057,106404,51101912,Hydroxychloroquine
143060,182914,51343502,Cidofovir
143063,182832,51341903,Efavirenz
143064,182819,51341501,Amprenavir
143067,182845,51342307,Penciclovir
143068,182852,51342402,Saquinavir
143071,182832,51341901,Zanamivir
143073,184232,51472802,Chlorhexidine gluconate
143077,184238,51473013,Oxyquinoline
143079,184190,51471502,Povidone
143082,199865,51112902,Temozolomide
143084,106469,51111617,Gemcitabine
143088,106482,51111716,Rituximab
143089,106482,51111717,Trastuzumab
143093,199893,51123601,Amiodarone
143105,106813,51191555,Isosorbide mononitrate
143124,183898,51431801,Irbesartan
143134,183899,51431902,Telmisartan
143142,106545,51131507,Darbepoetin alfa
143154,106549,51131615,Fondaparinux
143158,183722,51412004,Cilostazol
143161,106554,51131711,Tenecteplase
143167,183071,51362601,Gabapentin
143168,106560,51141518,Levetiracetam
143172,106560,51141522,Oxcarbazepine
143176,106560,51141526,Primidone
143178,106560,51141528,Topiramate
143181,106560,51141531,Valproic acid
143184,182157,51292012,Fluoxetine hydrochloride
143194,182693,51332703,Clozapine
143217,183605,51401533,Lorazepam
143224,183343,51384607,Celecoxib
143233,183400,51385804,Meloxicam
143244,183156,51372305,Fentanyl
143263,106625,51142411,Rizatriptan
143282,106640,51151512,Neostigmine
143304,106673,51152005,Botulinum toxin
143305,106673,51152006,Cisatracurium
143315,182544,51313702,Bosentan
143334,184072,51452101,Hexylresorcinol
143353,179405,51143104,Bismuth subsalicylate
143357,106724,51171816,Ondansetron
143364,106730,51171915,Pantoprazole
143365,106730,51171916,Rabeprazole sodium
143366,106730,51171917,Ranitidine
143375,183816,51421501,Fluticasone
143378,183858,51422417,Hydrocortisone butyrate
143393,182938,51351612,Medroxyprogesterone acetate
143399,106779,51181912,Follitropin or follitropin alfa and follitropin beta
143409,106813,51191515,Hydrochlorothiazide
143411,106813,51191517,Isosorbide
143417,106870,51172327,Sodium lactate
143419,200360,51202402,Basiliximab
143421,182741,51333202,Imiquimod
143425,200370,51202801,Pimecrolimus
143426,200370,51202803,Sirolimus
143432,106870,51172311,Activated carbon or activated charcoal for medical use
143443,181686,51272401,Desflurane
143449,181684,51272302,Etomidate
143457,181699,51272901,Propofol
143458,181686,51272408,Sevoflurane
143461,100804,15111509,Methylacetylene propadiene MAPP gas
143467,116680,41104124,Laboratory bone marrow biopsy trays
143468,116767,41104928,Laboratory bottle receiver
143469,116767,41104929,Laboratory filter papers
143470,103932,41111739,Laboratory microscope replacement bulbs
143471,103950,41111948,Manual or electronic hematology differential cell counters
143472,103996,41112220,Laboratory freezer or refrigerator thermometers
143473,103996,41112221,Laboratory incubator thermometers
143475,117004,41121609,Variable volume pipette tips
143476,103826,41121711,Urinalysis testing tubes or accessories
143477,117023,41121814,Laboratory lids or covers or coverslips
143479,117067,41122411,Laboratory timers or watches
143480,117067,41122412,Laboratory tube sealants
143481,117094,41122809,Petri dish racks
143482,117115,41123305,Histology or tissue cassette cabinets
143484,114800,42131509,Hospital robes
143485,114947,42142716,Pessary devices
143490,115315,42181805,Pulse oximeter unit accessories
143493,115453,42191814,Clinical incubator or infant warmer accessories
143494,104317,42201840,Vascular sealing devices
143495,146198,42295911,Peripheral stents
143496,115767,42221618,Intravenous or arterial procedure trays
143497,115867,42241811,Hernia truss
143498,115912,42251705,Parallel bars for rehabilitation or therapy
143500,116048,42272225,Bi level positive airway pressure Bi PAP accessories
143501,116112,42281810,Sterilization test packs
143502,116209,42292908,Surgical purstring devices
143503,116424,42295459,Fluid decanting devices for surgical use
143504,116424,42295460,Protective caps for orthopedic implants
143505,116424,42295461,Tissue glues or systems or applicators
143506,116477,42301507,Training videos for medical staff education
143507,116477,42301508,Operational or instructional videos for medical equipment
143508,116485,42311539,Bandage applicators
143509,116568,42312312,Wound care or cleansing trays
143510,116568,42312313,Wound cleaning solutions
143511,104844,43211512,Mainframe computers
143512,105659,48101920,Straw dispensers
143513,117273,43191510,Two way radios
143515,108631,78111809,Vehicle leasing of sedans or coupes or station wagons
143516,117273,43191508,Digital telephones
143517,117273,43191509,Analog telephones
143518,109077,83111605,Spacesegment leasing
143519,109176,84131608,Medical Claims Review and Management
143539,117453,43222503,Vulnerability Assessment Security Equipment
143540,105061,44102108,Mail machine accessories
143542,181996,51284115,Ceftibuten
143543,181820,51282517,Cefradine or cephradine
143546,181851,51282926,Levofloxacin
143548,181851,51282921,Gatifloxacin
143549,181851,51282953,Enoxacin
143550,181851,51282909,Ciprofloxacin
143552,181939,51283711,loracarbef
143554,181851,51282932,Norfloxacin
143555,181939,51283709,Cefprozil
143557,181916,51283303,Linezolid
143558,181820,51282514,Cephalexin
143560,181996,51284108,Ceftazidime
143561,181851,51282902,Alatrofloxacin
143563,182107,51284502,Aztreonam
143564,181984,51284012,Minocycline
143565,181984,51284006,Doxycycline
143566,181984,51284004,Demeclocycline
143567,181984,51284002,Chlortetracycline
143568,181812,51282411,Ticarcillin
143569,181812,51282409,Piperacillin
143572,181812,51282407,Mezlocillin
143574,181812,51282404,Carbenicillin
143575,181756,51281703,Ampicillin
143576,181903,51283210,Troleandomycin
143577,181808,51282308,Roxithromycin
143578,181808,51282304,Erythromycin
143579,181808,51282303,Dirithromycin
143580,181808,51282301,Azithromycin
143581,181939,51283712,Cefuroxime
143582,200938,51285302,Furazolidone
143585,181996,51284103,Cefdinir
143586,181820,51282511,Cefazolin or cefazoline or cephazolin
143587,181939,51283702,Cefamandole
143588,181820,51282502,Cefadroxil
143589,181939,51283701,Cefaclor
143590,181732,51281626,Tobramycin
143591,181996,51284104,Cefditoren
143592,181732,51281607,Gentamicin
143593,181732,51281614,Netilmicin
143595,181732,51281616,Kanamycin
143596,181851,51282944,Sparfloxacin
143599,181841,51282702,Vancomycin
143600,181805,51282202,Cefoxitin
143601,181996,51284109,Cefotaxime
143602,181834,51282602,Cefepime
143603,181805,51282201,Cefotetan
143604,181996,51284121,Cefoperazone
143605,200969,51286501,Mupirocin
143606,181939,51283706,Cefonicid
143607,181996,51284106,Cefixime
143608,182409,51303002,Voriconazole
143612,184271,51473602,Clioquinol
143614,184252,51473104,Nitrofural or nitrofurazone
143615,184269,51473502,Silver nitrate
143616,184235,51472902,Iodoform
143617,184259,51473302,Chloroxylenol
143620,184256,51473203,Merbromin or mercurochrome
143623,182938,51351609,Fulvestrant
143624,106491,51111820,Letrozole
143628,181554,51263139,Metoprolol
143629,182596,51322301,Cholestyramine or colestyramine
143630,182567,51321701,Atorvastatin
143631,182595,51322201,Ezetimibe
143636,183778,51413504,Nimodipine
143638,183772,51413301,Alprostadil
143645,137243,51131911,Dextran
143648,137243,51131908,Hetastarch
143649,137243,51131909,Albumin human
143650,106544,51132000,Hemorrheologic agents
143669,200360,51202401,Adalimumab
143675,106625,51142413,Zolmitriptan
143677,200035,51144014,Methylphenidate
143724,106679,51161563,Zafirlukast
143731,106693,51161708,Desoxyribonuclease or dornase alfa
143732,106693,51161709,Poractant alfa
143738,106712,51171628,Potassium phosphate
143745,183841,51422202,Fluorometholone
143761,106786,51182014,Dutasteride
143764,106802,51182415,Zoledronic acid
143766,106802,51182417,Risedronate sodium or risedronic acid
143773,106838,51201646,Measles and rubella virus vaccine
143775,106838,51201648,Rubella and mumps virus vaccine
143776,137081,51201802,Filgrastim
143777,137081,51201803,Pegfilgrastim
143779,137081,51201805,Rho D immunoglobulins
143780,137081,51201806,Gamma IGG or immunoglobulin
143782,106870,51172308,Methylene blue or methylthioninium chloride
143784,106870,51172310,Folinic acid or leucovorin
143804,107049,52161543,MP3 players or recorders
143816,107235,54111709,Watch or clock repair kits
143819,108116,72101506,Elevator maintenance services
143820,108776,80161508,Document destruction services
143821,109159,84121806,Securities Custodial Services
143823,100804,15111510,Liquified petroleum gas
143827,101316,24102109,Sack holders
143828,101791,26111725,Nickel sodium chloride batteries
143831,103781,41102608,Animal testing equipment
143832,116916,41116015,Flow cytometry analyzers reagents or antibodies
143833,116930,41116148,Flow cytometry test kits or supplies
143834,114820,42131707,Surgical isolation suits or helmets or shields or accessories
143835,114918,42142531,Needle or blade or sharps disposal containers or carts
143836,114918,42142532,Pericardiocentesis needles or kits
143837,114852,42143600,Restraints and accessories
143838,143837,42143601,Restraint vests and jackets
143839,143837,42143602,Torso and belt restraints
143840,143837,42143603,Extremity restraints
143841,143837,42143604,Non EMS head restraints
143842,143837,42143605,Restraint straps or buckles or supplies
143843,143837,42143606,Full body restraints
143844,143837,42143607,Patient motion sensors or alarms
143845,143837,42143608,Patient stabilization or fall prevention devices
143847,104317,42201841,Medical diagnostic x ray papers
143848,115655,42211508,Multifunctional mobility devices
143852,115912,42251706,Gait training walkers or bikers or exercisers
143853,142687,42272507,Temperature control for anesthesia apparatus
143855,116120,42281915,Sterilization reels
143856,116120,42281916,Sterilization bags
143859,116424,42295462,Urodynamic catheters or accessories
143860,114947,42142733,Ureteral catheter or catheter set
143863,116484,42312500,Wound supports and supplies and accessories
143864,143863,42312501,Mammary support binders
143865,143863,42312502,Abdominal binders
143866,143863,42312503,Scrotal supports
143867,117280,43191630,Mobile phone starter kits
143868,117374,43211609,Universal serial bus hubs or connectors
143869,105040,44103600,Cassette disposal equipment and accessories
143870,143869,44103601,Cassette or tape shredders
143871,107753,46191609,Fire escape equipment
143884,106264,50193200,Prepared salads
143891,184269,51473503,Carbamide peroxide or hydrogen peroxide
143892,182410,51303104,Thymol iodide
143893,184217,51472302,Sodium perborate
143906,136933,51131808,Aminocaproic acid
143908,183605,51401505,Alprazolam
143909,183605,51401518,Diazepam
143915,106645,51151616,Atropine
143925,182267,51294001,Aprepitant
143949,184307,51441600,Diagnostic agents and radiopharmaceuticals
143957,135738,51241100,Ophthalmic agents
143960,143957,51241103,Bimatoprost
143967,143957,51241110,Latanoprost
143977,135738,51241200,Dermatologic agents
143986,143977,51241209,Hydroquinone
143992,143977,51241215,Podophyllum resin
143997,111528,51191923,Tretinoin
144004,143977,51241227,Topical turpentine oil preparations
144013,112970,53102712,Paramedic uniforms
144014,165437,72103301,Parking lot or road maintenance or repairs or services
144015,165437,72103304,Parking lot or road sweeping services
144016,112978,72102905,Exterior grounds maintenance
144017,108688,80111508,Service recognition programs
144018,108693,80111616,Temporary customer service personnel
144019,108693,80111617,Temporary architectural services
144020,108693,80111618,Temporary construction services
144021,108693,80111619,Temporary creative services
144022,108781,80161603,Furniture project administration or management
144023,107384,82101900,Media placement and fulfillment
144024,144023,82101901,Radio placement
144025,144023,82101902,Television placement
144026,144023,82101903,Internet placement
144027,144023,82101904,Cinema placement
144028,144023,82101905,Print placement
144029,109176,84131609,Employee assistance programs
144030,109176,84131610,Flexible spending accounts FSA
144032,109512,90111604,Marquees
144034,100189,11170000,Alloys
144035,144034,11171500,Basic steels
144036,144035,11171501,E24-2 or A37-2 steel
144037,144034,11171600,Stainless steel alloys
144038,144037,11171601,Stainless steel alloy 304
144039,144037,11171602,Stainless steel alloy 304l
144040,144037,11171603,Stainless steel alloy 316
144041,144034,11171700,High speed steels
144042,144041,11171701,Z90WDCV6542 or M2 high speed steel
144043,144041,11171702,Z90WDKCV65542 or M35 high speed steel
144044,144034,11171800,Nickel based super alloys
144045,144044,11171801,Inconel 600 super alloy
144046,144034,11171900,Titanium based super alloys
144047,144046,11171901,TA6V super alloy
144048,144034,11172000,Aluminum based alloys
144049,144048,11172001,Aluminum alloy 7178
144050,144034,11172100,Cobalt based super alloys
144051,144050,11172101,Pygmalion or 846 alloy
144052,100189,11180000,Metal oxide
144055,100189,11190000,Metal waste scrap and by products
144084,103497,40101707,Cooling tower accessories
144094,103828,41103210,Laboratory ultraviolet UV sterilizers
144095,116793,41105339,Blotting membranes
144096,104856,43201553,Transceivers and media converters
144097,105287,45121520,Web cameras
144098,107753,46191610,Fire sprinkler heads
144100,106724,51171822,Palonosetron
144102,108448,76111505,Fabric and furniture cleaning services
144104,133347,14111818,Thermal paper
144105,134850,23201203,Fluidbed dryers
144116,103441,39112100,Optical lighting
144122,102550,39121800,Intelligent Building Installations IBI
144123,144122,39121801,Controlling units or devices
144126,136743,41106516,Enzyme expression consumables
144127,117273,43191511,IP phones
144128,117273,43191512,Digital enhanced cordless telecommunications DECT cordless phones
144129,117280,43191631,Phone or modem jack adapters or country kits or travel kits
144130,104856,43201554,Personal computer television PC TV tuners
144131,104856,43201555,PC radio tuners
144132,104856,43201556,Small computer system interconnect SCSI adapters
144133,104856,43201557,Redundant array of independent disks RAID controllers
144134,104856,43201558,Fibre channel controller
144135,117356,43202006,Magneto Optical MO disks
144136,117356,43202007,High capacity removable media blank disks
144137,117374,43211610,Computer country or localization kits
144138,117374,43211611,Handheld PDA Starter Kits
144139,104895,43211906,Character displays
144140,104895,43211907,Head mounted displays
144141,117456,43222633,Remote management adapters
144142,117456,43222634,Network management or monitoring device
144143,104970,43232505,Multi-media educational software
144144,104970,43232506,Encyclopedia software
144145,105108,44103123,Plotter pens
144146,105108,44103124,Thermal ribbon
144148,111078,56112200,Desking systems
144155,108448,76111506,Interior plant landscaping services
144157,117344,43201816,Ultra density optical UDO drives or autoloaders or libraries
144158,117356,43202008,Ultra density optical UDO blank disks
144170,101324,24111510,Rope bags and rope packs
144171,101355,24112007,Material handling racks
144172,144122,39121803,Building environmental control system
144176,144839,95131603,Site office
144183,103441,39112200,Special effects devices
144185,103441,39112300,Stage and studio lighting and accessories
144194,103441,39112400,Stage and studio lighting dimming and control devices
144198,103441,39112500,Stage and studio luminaires
144211,102631,39121621,Lightning protection apparatus and accessories
144212,103903,41111518,Axle load scales
144213,116978,41116206,Diagnostic beverages for laboratory testing
144214,114918,42142533,Needle for intravenous or arterial administration ports
144215,143837,42143609,Patient restraint boards
144216,114852,42143700,Phototherapy systems and accessories
144217,144216,42143701,Phototherapy air circulators
144218,144216,42143702,Phototherapy blankets
144219,144216,42143703,Phototherapy bulbs
144220,144216,42143704,Phototherapy light mats
144221,144216,42143705,Phototherapy patient protection devices
144222,144216,42143706,Phototherapy power units
144223,144216,42143707,Phototherapy warmer beds
144224,114852,42143800,Urological pressure measurement instruments and supplies and equipment
144225,144224,42143801,Cystometry systems
144226,144224,42143802,Cystometry transducers
144227,144224,42143803,Urodynamic catheters
144228,115464,42191908,Medical chart caddies
144229,115645,42204009,Medical radiological shielding eyewears
144230,142687,42272509,Anesthesia machine calibrators
144231,142687,42272510,Anesthesia machine upgrade kits
144232,117334,43201617,Card cages
144233,117374,43211612,Computer accessory kits
144234,117374,43211613,Computer or notebook stands
144235,117498,43231514,Sales and marketing software
144236,117521,43232204,Embedded text entry software
144237,117521,43232205,Fonts software
144238,104970,43232507,Dictionary software
144239,104970,43232508,Phonebook software
144240,105002,43232916,Infrared data transfer irda software
144241,117599,43233416,Codec stacks
144242,117599,43233417,Handwriting recognition software components
144243,117599,43233418,Memory drivers
144244,117599,43233419,Multimedia stacks
144245,117599,43233420,Text to speech conversion software
144246,117599,43233421,Video drivers
144247,139187,43233512,Ring tone software
144248,105217,45101516,Pad printing cliché
144249,105287,45121521,Inspection camera
144250,132488,46182307,Evacuation harnesses
144252,132488,46182309,Safety rope ladders and wire rope ladders
144253,107751,46191506,Flame arrestor
144254,105620,48101618,Commercial use dishwashing machine parts
144255,105675,48102008,Condiment counters
144282,114614,50301500,Apples
144484,107284,55121900,Signage equipment
144485,144484,55121901,Advertising pillars
144486,144484,55121902,Barker stands or stalls
