city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Saginaw,Saginaw,MI,Michigan,26145,Saginaw,43.4199,-83.9501,117958,1087,polygon,FALSE,TRUE,America/Detroit,2,48607 48602 48601 48606 48663,1840002813
Chico,Chico,CA,California,6007,Butte,39.7575,-121.8152,117668,1191,polygon,FALSE,TRUE,America/Los_Angeles,2,95973 95926 95928 95927 95929 95976,1840018778
Dover,Dover,DE,Delaware,10001,Kent,39.161,-75.5203,117282,622,polygon,FALSE,TRUE,America/New_York,2,19902 19901 19904 19905 19906,1840005810
Clearwater,Clearwater,FL,Florida,12103,Pinellas,27.9789,-82.7622,116946,1731,polygon,FALSE,TRUE,America/New_York,2,33755 33759 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769,1840015110
Coeur d'Alene,Coeur d'Alene,ID,Idaho,16055,Kootenai,47.7041,-116.7935,116834,1260,polygon,FALSE,TRUE,America/Los_Angeles,2,83815 83814 83816,1840018402
Seaside,Seaside,CA,California,6053,Monterey,36.6224,-121.8191,116720,1410,polygon,FALSE,TRUE,America/Los_Angeles,2,93955,1840021634
Independence,Independence,MO,Missouri,29095,Jackson,39.0871,-94.3501,116672,577,polygon,FALSE,TRUE,America/Chicago,2,64054 64055 64056 64057 64050 64052 64053 64015 64016 64051,1840008534
West Jordan,West Jordan,UT,Utah,49035,Salt Lake,40.6024,-112.0008,116480,1391,polygon,FALSE,TRUE,America/Denver,2,84088 84081 84084,1840021388
Brandon,Brandon,FL,Florida,12057,Hillsborough,27.9367,-82.3,115911,1350,polygon,FALSE,FALSE,America/New_York,2,33511 33510 33594 33619 33584 33508 33509 33595,1840014151
Bloomington,Bloomington,IN,Indiana,18105,Monroe,39.1637,-86.5257,115884,1424,polygon,FALSE,TRUE,America/Indiana/Indianapolis,2,47406 47408 47401 47403 47404 47405 47407,1840007376
El Monte,El Monte,CA,California,6037,Los Angeles,34.0739,-118.0291,115487,4663,polygon,FALSE,TRUE,America/Los_Angeles,2,91732 91731 91733 91734 91735,1840020480
North Charleston,North Charleston,SC,South Carolina,45019,Charleston,32.9066,-80.0722,115382,574,polygon,FALSE,TRUE,America/New_York,2,29423 29420 29456 29485 29483 29404 29405 29406 29418 29416 29419,1840015164
Carlsbad,Carlsbad,CA,California,6073,San Diego,33.1247,-117.2837,115382,1180,polygon,FALSE,TRUE,America/Los_Angeles,2,92008 92009 92011 92010 92013 92018,1840019352
St. Cloud,St. Cloud,MN,Minnesota,27145,Stearns,45.5339,-94.1718,115028,660,polygon,FALSE,TRUE,America/Chicago,2,56304 56301 56303 56302 56372 56393 56395 56396,1840008881
Temecula,Temecula,CA,California,6065,Riverside,33.4928,-117.1315,114761,1188,polygon,FALSE,TRUE,America/Los_Angeles,2,92590 92591 92592 92589 92593,1840021937
Clovis,Clovis,CA,California,6019,Fresno,36.8278,-119.6831,114584,1741,polygon,FALSE,TRUE,America/Los_Angeles,2,93611 93612 93619 93613 93747,1840018944
Meridian,Meridian,ID,Idaho,16001,Ada,43.6112,-116.3968,114161,1297,polygon,FALSE,TRUE,America/Boise,2,83646 83642 83680,1840020046
The Woodlands,The Woodlands,TX,Texas,48339,Montgomery,30.1738,-95.5134,113819,1017,polygon,FALSE,FALSE,America/Chicago,2,77380 77381 77382 77384 77389 77393,1840019585
Ponce,Ponce,PR,Puerto Rico,72113,Ponce,18.012,-66.6198,113401,1426,polygon,FALSE,FALSE,America/Puerto_Rico,2,00728 00717 00716 00730 00732 00733 00734,1630023669
Westminster,Westminster,CO,Colorado,8001,Adams,39.8837,-105.0624,113166,1383,polygon,FALSE,TRUE,America/Denver,2,80030 80031 80234 80005 80003 80021 80020 80035,1840021423
Costa Mesa,Costa Mesa,CA,California,6059,Orange,33.6667,-117.9135,113003,2762,polygon,FALSE,TRUE,America/Los_Angeles,2,92626 92627 92628,1840019326
Monroe,Monroe,LA,Louisiana,22073,Ouachita,32.5183,-92.0774,112891,623,polygon,FALSE,TRUE,America/Chicago,2,71209 71203 71202 71201 71207 71210 71212 71213 71217,1840014881
Utica,Utica,NY,New York,36065,Oneida,43.0961,-75.226,112650,1376,polygon,FALSE,TRUE,America/New_York,2,13501 13502 13503 13504 13505 13599,1840002746
Pompano Beach,Pompano Beach,FL,Florida,12011,Broward,26.2428,-80.1312,112118,1802,polygon,FALSE,TRUE,America/New_York,2,33069 33060 33062 33064 33061 33072 33074 33097,1840015143
West Palm Beach,West Palm Beach,FL,Florida,12099,Palm Beach,26.7468,-80.1316,111955,803,polygon,FALSE,TRUE,America/New_York,2,33411 33412 33417 33409 33407 33405 33401 33402 33422,1840015993
Waterloo,Waterloo,IA,Iowa,19013,Black Hawk,42.492,-92.3522,111631,423,polygon,FALSE,TRUE,America/Chicago,2,50707 50703 50702 50701,1840000440
Everett,Everett,WA,Washington,53061,Snohomish,47.9525,-122.1669,111475,1296,polygon,FALSE,TRUE,America/Los_Angeles,2,98207 98204 98205 98203 98201 98208 98275 98206 98213,1840019785
El Centro,El Centro,CA,California,6025,Imperial,32.7867,-115.5586,111425,1478,polygon,FALSE,TRUE,America/Los_Angeles,2,92243 92244,1840020630
Santa Fe,Santa Fe,NM,New Mexico,35049,Santa Fe,35.6619,-105.9819,111269,625,polygon,FALSE,TRUE,America/Denver,2,87505 87507 87501 87502 87503 87509,1840021707
Downey,Downey,CA,California,6037,Los Angeles,33.9379,-118.1312,111126,3457,polygon,FALSE,TRUE,America/Los_Angeles,2,90242 90240 90241 90239,1840019245
Spring Hill,Spring Hill,FL,Florida,12053,Hernando,28.4797,-82.53,111076,716,polygon,FALSE,FALSE,America/New_York,2,34609 34608 34604 34606 34611,1840014105
Lowell,Lowell,MA,Massachusetts,25017,Middlesex,42.6389,-71.3217,110997,3149,polygon,FALSE,TRUE,America/New_York,2,01851 01850 01852 01854 01853,1840000426
Centennial,Centennial,CO,Colorado,8005,Arapahoe,39.5926,-104.8674,110937,1448,polygon,FALSE,TRUE,America/Denver,2,80122 80121 80112 80016 80015 80111 80155 80161,1840018792
Elgin,Elgin,IL,Illinois,17089,Kane,42.0385,-88.3229,110849,1141,polygon,FALSE,TRUE,America/Chicago,2,60120 60123 60124 60121 60122,1840008134
Richmond,Richmond,CA,California,6013,Contra Costa,37.9477,-122.339,110567,1420,polygon,FALSE,TRUE,America/Los_Angeles,2,94530 94850 94801 94803 94804 94805 94806 94802 94807 94808,1840020277
Broken Arrow,Broken Arrow,OK,Oklahoma,40143,Tulsa,36.0365,-95.7809,110198,688,polygon,FALSE,TRUE,America/Chicago,2,74014 74011 74012 74013,1840019059
Miami Gardens,Miami Gardens,FL,Florida,12086,Miami-Dade,25.9433,-80.2426,110001,2329,polygon,FALSE,TRUE,America/New_York,2,33014 33169 33055 33056 33054 33269,1840015151
Bend,Bend,OR,Oregon,41017,Deschutes,44.0562,-121.3087,109802,1171,polygon,FALSE,TRUE,America/Los_Angeles,2,97702 97701 97703 97708 97709,1840018618
Burlington,Burlington,VT,Vermont,50007,Chittenden,44.4877,-73.2314,109763,1604,polygon,FALSE,TRUE,America/New_York,2,05405 05401 05408 05406,1840002310
Jurupa Valley,Jurupa Valley,CA,California,6065,Riverside,34.001,-117.4705,109527,984,polygon,FALSE,TRUE,America/Los_Angeles,2,92509 91752 92519,1840043419
Sandy Springs,Sandy Springs,GA,Georgia,13121,Fulton,33.9366,-84.3703,109452,1122,polygon,FALSE,TRUE,America/New_York,2,30339 30350 30327 30328 30342 30358 31150 31156,1840015609
Gresham,Gresham,OR,Oregon,41051,Multnomah,45.5023,-122.4413,109381,1808,polygon,FALSE,TRUE,America/Los_Angeles,2,97030 97233 97230 97080,1840019939
Lewisville,Lewisville,TX,Texas,48121,Denton,33.0452,-96.9823,109212,1148,polygon,FALSE,TRUE,America/Chicago,2,75067 75056 75057 75077 75065 75029,1840020639
Hillsboro,Hillsboro,OR,Oregon,41067,Washington,45.5272,-122.9361,109128,1640,polygon,FALSE,TRUE,America/Los_Angeles,2,97006 97123 97124 97129,1840019932
San Buenaventura,San Buenaventura,CA,California,6111,Ventura,34.2741,-119.2314,109106,1925,polygon,FALSE,TRUE,America/Los_Angeles,2,93004 93001 93003 93002 93005 93006 93007 93009,1840037414
Jacksonville,Jacksonville,NC,North Carolina,37133,Onslow,34.7288,-77.3941,108856,574,polygon,FALSE,TRUE,America/New_York,2,28546 28547 28543 28540 28541 28542 28545,1840014653
Pottstown,Pottstown,PA,Pennsylvania,42091,Montgomery,40.2507,-75.6444,108758,1798,polygon,FALSE,TRUE,America/New_York,2,19464,1840001373
Inglewood,Inglewood,CA,California,6037,Los Angeles,33.9566,-118.3444,108151,4604,polygon,FALSE,TRUE,America/Los_Angeles,2,90305 90304 90303 90302 90301 90306 90307 90308 90309 90311 90312,1840019237
League City,League City,TX,Texas,48167,Galveston,29.4873,-95.1087,107536,809,polygon,FALSE,TRUE,America/Chicago,2,77573 77598 77511 77539 77565 77574 77592,1840020973
Eau Claire,Eau Claire,WI,Wisconsin,55035,Eau Claire,44.8199,-91.4949,107404,812,polygon,FALSE,TRUE,America/Chicago,2,54703 54701 54702,1840002296
Turlock,Turlock,CA,California,6099,Stanislaus,37.5053,-120.8588,107317,1679,polygon,FALSE,TRUE,America/Los_Angeles,2,95380 95382 95381,1840021533
Temple,Temple,TX,Texas,48027,Bell,31.1076,-97.3894,107258,429,polygon,FALSE,TRUE,America/Chicago,2,76501 76502 76504 76508 76533,1840022154
Sioux City,Sioux City,IA,Iowa,19193,Woodbury,42.4959,-96.3901,106455,545,polygon,FALSE,TRUE,America/Chicago,2,51106 51104 51105 51103 51101 51108 51109 51111,1840000447
Salisbury,Salisbury,MD,Maryland,24045,Wicomico,38.3756,-75.5867,106447,927,polygon,FALSE,TRUE,America/New_York,2,21802 21804 21801,1840006219
Davie,Davie,FL,Florida,12011,Broward,26.0789,-80.287,106306,1175,polygon,FALSE,TRUE,America/New_York,2,33324 33325 33331 33330 33328 33317 33314 33355,1840017272
Daly City,Daly City,CA,California,6081,San Mateo,37.6862,-122.4685,106280,5370,polygon,FALSE,TRUE,America/Los_Angeles,2,94015 94014 94016 94017,1840018926
Highlands Ranch,Highlands Ranch,CO,Colorado,8035,Douglas,39.5419,-104.9708,105631,1680,polygon,FALSE,FALSE,America/Denver,2,80129 80126 80130 80163,1840028579
Allen,Allen,TX,Texas,48085,Collin,33.1088,-96.6735,105623,1544,polygon,FALSE,TRUE,America/Chicago,2,75002 75013,1840019396
West Covina,West Covina,CA,California,6037,Los Angeles,34.0555,-117.9112,105101,2529,polygon,FALSE,TRUE,America/Los_Angeles,2,91792 91791 91790 91793,1840021876
Sparks,Sparks,NV,Nevada,32031,Washoe,39.5729,-119.7157,105006,1131,polygon,FALSE,TRUE,America/Los_Angeles,2,89436 89434 89431 89432 89435 89437,1840021337
Wichita Falls,Wichita Falls,TX,Texas,48485,Wichita,33.9072,-98.5291,104683,561,polygon,FALSE,TRUE,America/Chicago,2,76308 76310 76311 76309 76306 76305 76302 76301 76307,1840021923
San Mateo,San Mateo,CA,California,6081,San Mateo,37.5521,-122.3122,104430,3312,polygon,FALSE,TRUE,America/Los_Angeles,2,94404 94401 94402 94403 94497,1840021551
Columbia,Columbia,MD,Maryland,24027,Howard,39.2004,-76.859,103991,1257,polygon,FALSE,FALSE,America/New_York,2,21044 21045 21046 21029 20588 21150,1840005803
Norwalk,Norwalk,CA,California,6037,Los Angeles,33.9069,-118.0829,103949,4133,polygon,FALSE,TRUE,America/Los_Angeles,2,90650 90651 90652,1840020501
Rialto,Rialto,CA,California,6071,San Bernardino,34.1174,-117.3894,103526,1665,polygon,FALSE,TRUE,America/Los_Angeles,2,92316 92376 92377,1840020407
Manteca,Manteca,CA,California,6077,San Joaquin,37.7927,-121.2264,103420,1498,polygon,FALSE,TRUE,America/Los_Angeles,2,95337 95336,1840020265
Arden-Arcade,Arden-Arcade,CA,California,6067,Sacramento,38.6034,-121.381,102864,2235,polygon,FALSE,TRUE,America/Los_Angeles,2,95864 95821 95825 95608 95860 95865 95866,1840036690
El Cajon,El Cajon,CA,California,6073,San Diego,32.8017,-116.9605,102708,2732,polygon,FALSE,TRUE,America/Los_Angeles,2,92020 92021 92019,1840020618
Burbank,Burbank,CA,California,6037,Los Angeles,34.1879,-118.3235,102511,2285,polygon,FALSE,TRUE,America/Los_Angeles,2,91506 91504 91505 91502 91501 91503 91507 91508 91510 91521 91522 91523 91526,1840019233
Longmont,Longmont,CO,Colorado,8013,Boulder,40.1686,-105.1005,102474,1306,polygon,FALSE,TRUE,America/Denver,2,80501 80503 80504,1840020178
Renton,Renton,WA,Washington,53033,King,47.4784,-122.1919,101751,1676,polygon,FALSE,TRUE,America/Los_Angeles,2,98059 98058 98057 98056 98055,1840019827
Vista,Vista,CA,California,6073,San Diego,33.1896,-117.2386,101638,2093,polygon,FALSE,TRUE,America/Los_Angeles,2,92084 92083 92081 92085,1840021994
Logan,Logan,UT,Utah,49005,Cache,41.74,-111.8419,101616,1126,polygon,FALSE,TRUE,America/Denver,2,84321 84341 84322,1840020108
Prescott Valley,Prescott Valley,AZ,Arizona,4025,Yavapai,34.5983,-112.3176,101539,439,polygon,FALSE,TRUE,America/Phoenix,2,86327 86315 86314 86312,1840021772
Vacaville,Vacaville,CA,California,6095,Solano,38.359,-121.968,101444,1330,polygon,FALSE,TRUE,America/Los_Angeles,2,95687 95688,1840021498
Edinburg,Edinburg,TX,Texas,48215,Hidalgo,26.3197,-98.1596,101170,873,polygon,FALSE,TRUE,America/Chicago,2,78539 78542 78541 78540,1840021020
Carmel,Carmel,IN,Indiana,18057,Hamilton,39.965,-86.146,101068,795,polygon,FALSE,TRUE,America/Indiana/Indianapolis,2,46290 46032 46033 46280 46082,1840007260
Spokane Valley,Spokane Valley,WA,Washington,53063,Spokane,47.6626,-117.2346,101060,1034,polygon,FALSE,TRUE,America/Los_Angeles,2,99206 99016 99212 99216 99037 99211 99213 99215,1840021094
San Angelo,San Angelo,TX,Texas,48451,Tom Green,31.4424,-100.4506,101004,653,polygon,FALSE,TRUE,America/Chicago,2,76905 76904 76901 76903 76908 76886 76902 76906 76909,1840022146
La Crosse,La Crosse,WI,Wisconsin,55063,La Crosse,43.824,-91.2268,100693,911,polygon,FALSE,TRUE,America/Chicago,2,54601 54603 54602,1840002577
Idaho Falls,Idaho Falls,ID,Idaho,16019,Bonneville,43.4872,-112.0362,100442,1011,polygon,FALSE,TRUE,America/Boise,2,83401 83402 83404 83415,1840018644
Holland,Holland,MI,Michigan,26139,Ottawa,42.7677,-86.0985,100432,768,polygon,FALSE,TRUE,America/Detroit,2,49423 49422,1840002996
Charlottesville,Charlottesville,VA,Virginia,51540,Charlottesville,38.0375,-78.4855,100416,1781,polygon,FALSE,TRUE,America/New_York,2,22901 22902 22903 22905 22906 22909,1840001678
Longview,Longview,TX,Texas,48183,Gregg,32.5193,-94.7621,100330,565,polygon,FALSE,TRUE,America/Chicago,2,75602 75601 75605 75604 75606 75608 75615 75660,1840020746
Tracy,Tracy,CA,California,6077,San Joaquin,37.7269,-121.4522,100049,1412,polygon,FALSE,TRUE,America/Los_Angeles,2,95377 95376 95304,1840021518
Boca Raton,Boca Raton,FL,Florida,12099,Palm Beach,26.3752,-80.108,99805,1320,polygon,FALSE,TRUE,America/New_York,3,33496 33487 33486 33432 33433 33431 33434 33427 33429 33481 33499,1840014207
Lafayette,Lafayette,CO,Colorado,8013,Boulder,39.9949,-105.0997,99645,1257,polygon,FALSE,TRUE,America/Denver,3,80026,1840020180
Lee's Summit,Lee's Summit,MO,Missouri,29095,Jackson,38.9172,-94.3816,99357,601,polygon,FALSE,TRUE,America/Chicago,3,64086 64082 64064 64063 64081 64002,1840032155
Rio Rancho,Rio Rancho,NM,New Mexico,35043,Sandoval,35.2872,-106.6981,99178,370,polygon,FALSE,TRUE,America/Denver,3,87124 87121 87144 87174,1840020387
South Fulton,South Fulton,GA,Georgia,13121,Fulton,33.6269,-84.5802,99155,451,polygon,FALSE,TRUE,America/New_York,3,30336 30331 30349 30291 30296 30213 31131,1840029465
Beaverton,Beaverton,OR,Oregon,41067,Washington,45.4779,-122.8168,99037,1952,polygon,FALSE,TRUE,America/Los_Angeles,3,97225 97005 97007 97006 97008 97075 97076 97077 97079,1840018556
Lawrence,Lawrence,KS,Kansas,20045,Douglas,38.9597,-95.2641,98648,1110,polygon,FALSE,TRUE,America/Chicago,3,66045 66044 66047 66046 66049,1840001632
Bismarck,Bismarck,ND,North Dakota,38015,Burleigh,46.8144,-100.7694,98345,827,polygon,FALSE,TRUE,America/Chicago,2,58505 58504 58501 58503 58507,1840001926
Orem,Orem,UT,Utah,49049,Utah,40.2983,-111.6992,97828,2044,polygon,FALSE,TRUE,America/Denver,2,84097 84057 84058 84059,1840020171
Middletown,Middletown,OH,Ohio,39017,Butler,39.5032,-84.366,97730,720,polygon,FALSE,TRUE,America/New_York,3,45044 45005 45042,1840003804
San Tan Valley,San Tan Valley,AZ,Arizona,4021,Pinal,33.1879,-111.5472,96692,1018,polygon,FALSE,FALSE,America/Phoenix,3,85143 85140,1840027990
San Marcos,San Marcos,CA,California,6073,San Diego,33.135,-117.1744,96664,1532,polygon,FALSE,TRUE,America/Los_Angeles,3,92078 92069 92079 92096,1840021991
Sandy,Sandy,UT,Utah,49035,Salt Lake,40.571,-111.8505,96380,1544,polygon,FALSE,TRUE,America/Denver,3,84092 84093 84094 84070 84090 84091,1840037422
Federal Way,Federal Way,WA,Washington,53033,King,47.3091,-122.3358,96289,1667,polygon,FALSE,TRUE,America/Los_Angeles,3,98023 98001 98003 98063 98093,1840019826
Mandeville,Mandeville,LA,Louisiana,22103,St. Tammany,30.3751,-90.0904,95968,676,polygon,FALSE,TRUE,America/Chicago,3,70448 70471 70470,1840015909
Hesperia,Hesperia,CA,California,6071,San Bernardino,34.3975,-117.3147,95750,508,polygon,FALSE,TRUE,America/Los_Angeles,3,92345 92344 92340,1840020404
Brockton,Brockton,MA,Massachusetts,25023,Plymouth,42.0821,-71.0242,95708,1732,polygon,FALSE,TRUE,America/New_York,3,02301 02302 02303 02304 02305,1840000467
Compton,Compton,CA,California,6037,Los Angeles,33.893,-118.2275,95605,3680,polygon,FALSE,TRUE,America/Los_Angeles,2,90220 90221 90222 90223,1840019240
Riverview,Riverview,FL,Florida,12057,Hillsborough,27.8227,-82.3023,95338,796,polygon,FALSE,FALSE,America/New_York,3,33503 33569 33579 33578 33568,1840014158
Fishers,Fishers,IN,Indiana,18057,Hamilton,39.9589,-85.9661,95310,1037,polygon,FALSE,TRUE,America/Indiana/Indianapolis,3,46038 46040 46256 46037 46085,1840010496
Sunrise,Sunrise,FL,Florida,12011,Broward,26.1547,-80.2997,95166,2270,polygon,FALSE,TRUE,America/New_York,2,33322 33323 33326 33351 33313 33307 33345,1840016000
Bowling Green,Bowling Green,KY,Kentucky,21227,Warren,36.9719,-86.4373,95135,690,polygon,FALSE,TRUE,America/Chicago,3,42104 42102 42103 42101,1840013265
Roswell,Roswell,GA,Georgia,13121,Fulton,34.0391,-84.3513,94763,898,polygon,FALSE,TRUE,America/New_York,3,30076 30075 30077,1840014741
Menifee,Menifee,CA,California,6065,Riverside,33.6909,-117.1849,94756,787,polygon,FALSE,TRUE,America/Los_Angeles,3,92587 92586 92585 92584 92564,1840022903
Plantation,Plantation,FL,Florida,12011,Broward,26.126,-80.2617,94580,1685,polygon,FALSE,TRUE,America/New_York,3,33322 33323 33324 33325 33317 33313 33318 33329 33337 33388,1840015142
Dover,Dover,NH,New Hampshire,33017,Strafford,43.1887,-70.8845,94563,464,polygon,FALSE,TRUE,America/New_York,3,03820 03821,1840002808
Quincy,Quincy,MA,Massachusetts,25021,Norfolk,42.2516,-71.0183,94470,2200,polygon,FALSE,TRUE,America/New_York,2,02169 02171 02170 02269,1840000461
Portsmouth,Portsmouth,VA,Virginia,51740,Portsmouth,36.8468,-76.354,94398,1094,polygon,FALSE,TRUE,America/New_York,3,23709 23708 23704 23707 23701 23703 23702 23705,1840003872
Chino,Chino,CA,California,6071,San Bernardino,33.9836,-117.6654,94371,1229,polygon,FALSE,TRUE,America/Los_Angeles,3,91710 91708,1840019114
Lynn,Lynn,MA,Massachusetts,25009,Essex,42.4779,-70.9663,94299,3388,polygon,FALSE,TRUE,America/New_York,2,01905 01904 01902 01901 01903 01910,1840000409
Edmond,Edmond,OK,Oklahoma,40109,Oklahoma,35.6689,-97.4159,94054,428,polygon,FALSE,TRUE,America/Chicago,3,73012 73013 73007 73003 73034,1840020423
Hanford,Hanford,CA,California,6031,Kings,36.3274,-119.6549,94028,1280,polygon,FALSE,TRUE,America/Los_Angeles,3,93230,1840020382
Dearborn,Dearborn,MI,Michigan,26163,Wayne,42.3127,-83.2129,93932,1496,polygon,FALSE,TRUE,America/Detroit,3,48128 48120 48126 48124 48121 48123,1840003969
Livonia,Livonia,MI,Michigan,26163,Wayne,42.3972,-83.3733,93665,1013,polygon,FALSE,TRUE,America/Detroit,3,48152 48150 48154 48151 48153,1840003985
South Gate,South Gate,CA,California,6037,Los Angeles,33.9448,-118.1926,93444,4985,polygon,FALSE,TRUE,America/Los_Angeles,2,90280,1840021870
Vineland,Vineland,NJ,New Jersey,34011,Cumberland,39.4653,-74.9981,93239,335,polygon,FALSE,TRUE,America/New_York,3,08344 08361 08360 08362,1840001551
Florence,Florence,SC,South Carolina,45041,Florence,34.1781,-79.7877,93131,657,polygon,FALSE,TRUE,America/New_York,3,29505 29506 29501 29502 29503 29504,1840013643
Portsmouth,Portsmouth,NH,New Hampshire,33015,Rockingham,43.058,-70.7826,93069,540,polygon,FALSE,TRUE,America/New_York,3,03801 03802 03803 03804,1840002932
Slidell,Slidell,LA,Louisiana,22103,St. Tammany,30.2881,-89.7826,93040,695,polygon,FALSE,TRUE,America/Chicago,3,70460 70458 70459 70469,1840015911
Lawton,Lawton,OK,Oklahoma,40031,Comanche,34.6176,-98.4203,93025,441,polygon,FALSE,TRUE,America/Chicago,3,73501 73507 73505 73503 73502 73506,1840020477
Kirkland,Kirkland,WA,Washington,53033,King,47.6974,-122.2054,93010,2016,polygon,FALSE,TRUE,America/Los_Angeles,2,98034 98033 98011 98083,1840019836
Missoula,Missoula,MT,Montana,30063,Missoula,46.875,-114.0214,92895,845,polygon,FALSE,TRUE,America/Denver,3,59808 59803 59802 59801 59812,1840019840
Auburn,Auburn,AL,Alabama,1081,Lee,32.6087,-85.4899,92777,425,polygon,FALSE,TRUE,America/Chicago,3,36849 36832 36830 36831,1840013810
Rapid City,Rapid City,SD,South Dakota,46103,Pennington,44.0716,-103.2204,92664,546,polygon,FALSE,TRUE,America/Denver,3,57702 57703 57701,1840002180
Terre Haute,Terre Haute,IN,Indiana,18167,Vigo,39.4654,-87.3763,92490,677,polygon,FALSE,TRUE,America/Indiana/Indianapolis,3,47804 47807 47802 47803 47809 47801 47808,1840009671
Suffolk,Suffolk,VA,Virginia,51800,Suffolk,36.6953,-76.6398,92108,89,polygon,FALSE,TRUE,America/New_York,3,23433 23432 23437 23436 23435 23434 23438 23439,1840003873
Blacksburg,Blacksburg,VA,Virginia,51121,Montgomery,37.23,-80.4279,91888,865,polygon,FALSE,TRUE,America/New_York,3,24060 24061 24062 24063 24111,1840006446
Mount Pleasant,Mount Pleasant,SC,South Carolina,45019,Charleston,32.8538,-79.8204,91684,717,polygon,FALSE,TRUE,America/New_York,3,29466 29464 29465,1840017286
Carson,Carson,CA,California,6037,Los Angeles,33.8374,-118.2559,91394,1883,polygon,FALSE,TRUE,America/Los_Angeles,3,90248 90810 90747 90746 90745 90224 90749 90895,1840019214
Conroe,Conroe,TX,Texas,48339,Montgomery,30.3239,-95.4825,91079,488,polygon,FALSE,TRUE,America/Chicago,3,77384 77301 77303 77304 77305,1840019586
Alafaya,Alafaya,FL,Florida,12095,Orange,28.5278,-81.1865,91068,1156,polygon,FALSE,FALSE,America/New_York,3,32825 32828 32829 32834 32878,1840029102
Livermore,Livermore,CA,California,6001,Alameda,37.6862,-121.7608,90923,1288,polygon,FALSE,TRUE,America/Los_Angeles,3,94550 94551,1840020294
Westminster,Westminster,CA,California,6059,Orange,33.7523,-117.9938,90643,3486,polygon,FALSE,TRUE,America/Los_Angeles,2,92683 92684 92685,1840021969
Germantown,Germantown,MD,Maryland,24031,Montgomery,39.1755,-77.2643,90582,2053,polygon,FALSE,FALSE,America/New_York,2,20876 20874 20875,1840005840
Santa Monica,Santa Monica,CA,California,6037,Los Angeles,34.0232,-118.4813,90401,4147,polygon,FALSE,TRUE,America/Los_Angeles,2,90401 90402 90403 90404 90405 90406 90407 90408 90409 90410 90411,1840021866
New Braunfels,New Braunfels,TX,Texas,48091,Comal,29.6994,-98.1148,90209,770,polygon,FALSE,TRUE,America/Chicago,3,78132 78130 78131 78135,1840021341
Fall River,Fall River,MA,Massachusetts,25005,Bristol,41.7137,-71.1014,89541,1044,polygon,FALSE,TRUE,America/New_York,3,02724 02723 02720 02721 02790 02747 02722,1840000497
Albany,Albany,GA,Georgia,13095,Dougherty,31.5776,-84.1762,89217,505,polygon,FALSE,TRUE,America/New_York,3,31721 31701 31707 31705 31702 31703 31706 31708,1840013864
Miami Beach,Miami Beach,FL,Florida,12086,Miami-Dade,25.8171,-80.1396,88885,4461,polygon,FALSE,TRUE,America/New_York,2,33140 33141 33139 33109 33119 33239,1840015150
Norwalk,Norwalk,CT,Connecticut,9001,Fairfield,41.1144,-73.4215,88816,1498,polygon,FALSE,TRUE,America/New_York,3,06854 06855 06856 06850 06851 06853 06852 06857 06858,1840004839
San Leandro,San Leandro,CA,California,6001,Alameda,37.7071,-122.1601,88815,2570,polygon,FALSE,TRUE,America/Los_Angeles,2,94578 94579 94577 94622,1840021538
O'Fallon,O'Fallon,MO,Missouri,29183,St. Charles,38.785,-90.7175,88673,1149,polygon,FALSE,TRUE,America/Chicago,3,63367 63366 63368,1840008571
Newton,Newton,MA,Massachusetts,25017,Middlesex,42.3316,-71.2085,88414,1914,polygon,FALSE,TRUE,America/New_York,3,02464 02467 02466 02461 02462 02468 02465 02460 02459 02458 02456 02495,1840000433
Muncie,Muncie,IN,Indiana,18035,Delaware,40.1989,-85.395,87879,958,polygon,FALSE,TRUE,America/Indiana/Indianapolis,3,47306 47305 47303 47304 47302 47307,1840008365
Citrus Heights,Citrus Heights,CA,California,6067,Sacramento,38.6948,-121.288,87796,2381,polygon,FALSE,TRUE,America/Los_Angeles,2,95621 95610 95611,1840018845
State College,State College,PA,Pennsylvania,42027,Centre,40.7909,-77.8568,87723,3572,polygon,FALSE,TRUE,America/New_York,2,16802 16803 16801 16804 16805,1840000830
Town 'n' Country,Town 'n' Country,FL,Florida,12057,Hillsborough,28.0108,-82.576,87338,1526,polygon,FALSE,FALSE,America/New_York,3,33615 33634 33635 33685,1840029089
Decatur,Decatur,IL,Illinois,17115,Macon,39.8556,-88.9337,87236,645,polygon,FALSE,TRUE,America/Chicago,3,62522 62523 62521 62526 62535 62524 62525,1840007269
Jackson,Jackson,MI,Michigan,26075,Jackson,42.2431,-84.4037,87110,1153,polygon,FALSE,TRUE,America/Detroit,3,49202 49201 49203,1840003173
Fort Myers,Fort Myers,FL,Florida,12071,Lee,26.6195,-81.8303,87103,844,polygon,FALSE,TRUE,America/New_York,3,33913 33916 33966 33901 33907 33905 33902 33994,1840014226
Goodyear,Goodyear,AZ,Arizona,4013,Maricopa,33.2613,-112.3622,86840,175,polygon,FALSE,TRUE,America/Phoenix,3,85139 85338 85326 85340 85395,1840020564
Dalton,Dalton,GA,Georgia,13313,Whitfield,34.769,-84.9712,86628,632,polygon,FALSE,TRUE,America/New_York,3,30721 30720 30719 30722,1840014651
